NAME,STATE,CITY,COUNTY,WEBSITE,TOT_ENROLL,NAICS_DESC,TELEPHONE
COLBY COLLEGE,ME,WATERVILLE,KENNEBEC,www.colby.edu/,2155,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(207) 859-4000
SPECS HOWARD SCHOOL OF MEDIA ARTS,MI,SOUTHFIELD,OAKLAND,www.specshoward.edu/,297,FINE ARTS SCHOOLS,(248) 358-9000
BLESSING RIEMAN COLLEGE OF NURSING AND HEALTH SCIENCES,IL,QUINCY,ADAMS,www.brcn.edu/,177,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(217) 228-5520 EXT 6905
DON ROBERTS SCHOOL OF HAIR DESIGN,IN,SCHERERVILLE,LAKE,www.donrobertsspaschool.com/,22,COSMETOLOGY AND BARBER SCHOOLS,(219) 864-1600
SAINT FRANCIS MEDICAL CENTER SCHOOL OF NURSING,NJ,TRENTON,MERCER,www.stfrancismedical.org/Education/School-of-Nursing.aspx,83,OTHER TECHNICAL AND TRADE SCHOOLS,(609) 599-5190
AMERICAN COLLEGE OF FINANCIAL SERVICES,PA,KING OF PRUSSIA,MONTGOMERY,https://www.theamericancollege.edu/,5723,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(610) 526-1000
INTERNATIONAL BEAUTY SCHOOL 4,WV,MARTINSBURG,BERKELEY,www.theinternationalbeautyschool.com/,85,COSMETOLOGY AND BARBER SCHOOLS,(304) 263-4929
MASSACHUSETTS MARITIME ACADEMY,MA,BUZZARDS BAY,BARNSTABLE,https://www.maritime.edu/,1637,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(508) 830-5000
SPRINGFIELD TECHNICAL COMMUNITY COLLEGE,MA,SPRINGFIELD,HAMPDEN,www.stcc.edu/,4327,JUNIOR COLLEGES,(413) 781-7822
MONTCLAIR STATE UNIVERSITY,NJ,MONTCLAIR,PASSAIC,www.montclair.edu/,21005,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(973) 655-4000
EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE,FL,DAYTONA BEACH,VOLUSIA,worldwide.erau.edu/,13904,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(800) 522-6787
MADONNA UNIVERSITY,MI,LIVONIA,WAYNE,https://www.madonna.edu/,2792,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(734) 432-5300
UNIVERSITY OF CONNECTICUT-HARTFORD CAMPUS,CT,HARTFORD,HARTFORD,hartford.uconn.edu/,1683,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(959) 200-3500
ALLGOOD BEAUTY INSTITUTE,TX,FRISCO,COLLIN,allgoodbeauty.com/,16,COSMETOLOGY AND BARBER SCHOOLS,(469) 252-1747
YESHIVA OF OCEAN,NY,GREENFIELD PARK,ULSTER,yeshivaofocean.com/,33,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(845) 647-2607
CONGREGATION TALMIDEI MESIVTA TIFERES SHMIEL ALEKSANDER,NY,BROOKLYN,KINGS,yeshivaaleksander.org/,173,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 435-2105
SUNCOAST TECHNICAL EDUCATION CENTER -,FL,BROOKSVILLE,HERNANDO,NOT AVAILABLE,-999,OTHER TECHNICAL AND TRADE SCHOOLS,NOT AVAILABLE
GREAT LAKES BOAT BUILDING SCHOOL,MI,CEDARVILLE,MACKINAC,www.glbbs.edu/,20,OTHER TECHNICAL AND TRADE SCHOOLS,(906) 484-1081
PCI ACADEMY-IOWA CITY,IA,IOWA CITY,JOHNSON,https://pci-academy.com/,61,JUNIOR COLLEGES,(515) 337-2907
BOWIE STATE UNIVERSITY,MD,BOWIE,PRINCE GEORGE'S,www.bowiestate.edu/,6250,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(301) 860-4000
MAHARISHI INTERNATIONAL UNIVERSITY,IA,FAIRFIELD,JEFFERSON,https://www.mum.edu/,2015,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(641) 472-7000 EXT 5514
CONCORDE CAREER COLLEGE-SOUTHAVEN,MS,SOUTHAVEN,DESOTO,https://www.concorde.edu/campus/southaven-mississippi,394,JUNIOR COLLEGES,(662) 429-9909
ACADEMY FOR CAREERS AND TECHNOLOGY,SC,MULLINS,MARION,www.mcact.org/,58,OTHER TECHNICAL AND TRADE SCHOOLS,(843) 423-1941
FAIRFAX UNIVERSITY OF AMERICA,VA,FAIRFAX,FAIRFAX,https://www.fxua.edu/,65,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(703) 591-7042
PHIPPS ACADEMY OF BARBERING,IL,RICHTON PARK,COOK,www.ultimatetouchbarbercollege1.com/,57,COSMETOLOGY AND BARBER SCHOOLS,(708) 283-1204
OHIO UNIVERSITY-LANCASTER CAMPUS,OH,LANCASTER,FAIRFIELD,https://www.ohio.edu/lancaster/,2516,JUNIOR COLLEGES,(740) 654-6711
CABRINI UNIVERSITY,PA,RADNOR,DELAWARE,www.cabrini.edu/,2009,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(610) 902-8100
SOUTHERN VIRGINIA UNIVERSITY,VA,BUENA VISTA,BUENA VISTA CITY,www.svu.edu/,1140,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(540) 261-8400
EMPIRE BEAUTY SCHOOL-WEST PALM,FL,WEST PALM BEACH,PALM BEACH,www.empire.edu/,69,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
HERZING UNIVERSITY-KENOSHA,WI,KENOSHA,KENOSHA,https://www.herzing.edu/,679,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(866) 724-9144
AVEDA ARTS & SCIENCES INSTITUTE-COVINGTON,LA,COVINGTON,ST. TAMMANY,avedaarts.edu/,2337,COSMETOLOGY AND BARBER SCHOOLS,(985) 892-3826 EXT 1224
GOGEBIC COMMUNITY COLLEGE,MI,IRONWOOD,GOGEBIC,www.gogebic.edu/,896,JUNIOR COLLEGES,(906) 932-4231
OREGON STATE UNIVERSITY-CASCADES CAMPUS,OR,BEND,DESCHUTES,https://osucascades.edu/,1374,JUNIOR COLLEGES,(541) 322-3100
CONCORDE CAREER INSTITUTE-ORLANDO,FL,ORLANDO,ORANGE,https://www.concorde.edu/campus/orlando-florida,197,JUNIOR COLLEGES,(407) 812-3060
PIONEER CAREER AND TECHNOLOGY CENTER,OH,SHELBY,RICHLAND,www.pctc.k12.oh.us/,37,OTHER TECHNICAL AND TRADE SCHOOLS,(419) 347-7744 EXT 42301
INDIANA UNIVERSITY-EAST,IN,RICHMOND,WAYNE,www.iue.edu/,3434,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(765) 973-8200
LAWRENCE & COMPANY COLLEGE OF COSMETOLOGY,CA,HANFORD,KINGS,www.lawrenceandco.net/,25,COSMETOLOGY AND BARBER SCHOOLS,(559) 584-1192
EMPIRE BEAUTY SCHOOL-ROCHESTER,NY,ROCHESTER,MONROE,www.empire.edu/,77,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
COMMUNITY COLLEGE OF BEAVER COUNTY,PA,MONACA,BEAVER,https://www.ccbc.edu/,1713,JUNIOR COLLEGES,(724) 480-2222
BLALOCK'S PROFESSIONAL BEAUTY COLLEGE,LA,SHREVEPORT,CADDO,blalockbeauty.com/,15,COSMETOLOGY AND BARBER SCHOOLS,(318) 638-8662
SUSQUEHANNA UNIVERSITY,PA,SELINSGROVE,SNYDER,www.susqu.edu/,2241,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(570) 374-0101
UNIVERSITY OF SOUTH CAROLINA-LANCASTER,SC,LANCASTER,LANCASTER,www.sc.edu/about/system_and_campuses/lancaster/index.php,1810,JUNIOR COLLEGES,(803) 313-7000
UNIVERSITY OF PHOENIX-MICHIGAN,MI,SOUTHFIELD,OAKLAND,https://www.phoenix.edu,-999,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(866) 766-0766
NORTHWEST COLLEGE-MEDFORD,OR,MEDFORD,JACKSON,www.nwcollege.edu/,69,OTHER TECHNICAL AND TRADE SCHOOLS,(541) 772-8937
TRINITY COLLEGE,CT,HARTFORD,HARTFORD,https://www.trincoll.edu/,2241,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(860) 297-2000
CARRINGTON COLLEGE-ADMINISTRATIVE OFFICE,CA,SACRAMENTO,SACRAMENTO,https://carrington.edu/,-999,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(916) 361-6666
SOUTHEAST TEXAS CAREER INSTITUTE,TX,SILSBEE,HARDIN,www.setxci.com/,101,COSMETOLOGY AND BARBER SCHOOLS,(409) 386-2020 EXT 104
COASTLINE BEAUTY COLLEGE,CA,FOUNTAIN VALLEY,ORANGE,www.coastlinebeauty.edu/,271,COSMETOLOGY AND BARBER SCHOOLS,(714) 963-4000
NORTHWEST TECHNICAL INSTITUTE,AR,SPRINGDALE,WASHINGTON,www.nwti.edu/,186,OTHER TECHNICAL AND TRADE SCHOOLS,(479) 751-8824 EXT 0
COLLEGE OF SAN MATEO,CA,SAN MATEO,SAN MATEO,www.collegeofsanmateo.edu/,7494,JUNIOR COLLEGES,(650) 574-6161
CENTRAL CAROLINA TECHNICAL COLLEGE,SC,SUMTER,SUMTER,www.cctech.edu/,2885,JUNIOR COLLEGES,(803) 778-1961
THE CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY AT LOS ANGELES,CA,LOS ANGELES,LOS ANGELES,https://www.thechicagoschool.edu/los-angeles/,3131,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(213) 627-7200
CALVIN THEOLOGICAL SEMINARY,MI,GRAND RAPIDS,KENT,www.calvinseminary.edu/,245,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(616) 957-6036
DAVIS TECHNICAL COLLEGE,UT,KAYSVILLE,DAVIS,https://www.davistech.edu/,3814,JUNIOR COLLEGES,(801) 593-2500
ST. THOMAS UNIVERSITY,FL,MIAMI GARDENS,MIAMI-DADE,www.stu.edu/,5601,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(305) 625-6000
CANNELLA SCHOOL OF HAIR DESIGN-CHICAGO,IL,CHICAGO,COOK,cannellabeautyschools.com/,46,COSMETOLOGY AND BARBER SCHOOLS,(773) 221-4700
WASHINGTON COLLEGE,MD,CHESTERTOWN,KENT,www.washcoll.edu/,1089,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(410) 778-2800
THANH LE COLLEGE SCHOOL OF COSMETOLOGY,CA,GARDEN GROVE,ORANGE,www.thanhlecollege.com/,53,COSMETOLOGY AND BARBER SCHOOLS,(714) 740-2755
EMPIRE BEAUTY SCHOOL-MONROEVILLE,PA,MONROEVILLE,ALLEGHENY,www.empire.edu/,81,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
LEON STUDIO ONE SCHOOL OF BEAUTY KNOWLEDGE,NY,WILLIAMSVILLE,ERIE,www.leonstudioone.com/school/,14,COSMETOLOGY AND BARBER SCHOOLS,(716) 631-3878 EXT 1
CHARLES H MCCANN TECHNICAL SCHOOL,MA,NORTH ADAMS,BERKSHIRE,www.mccanntech.org/,37,OTHER TECHNICAL AND TRADE SCHOOLS,(413) 663-5383 EXT 181
OHIO STATE SCHOOL OF COSMETOLOGY-CANAL WINCHESTER,OH,CANAL WINCHESTER,FRANKLIN,https://salonschools.ohiostate.edu/,88,COSMETOLOGY AND BARBER SCHOOLS,(614) 252-5252
UNIVERSITY OF NEW MEXICO-TAOS CAMPUS,NM,RANCHOS DE TAOS,TAOS,taos.unm.edu/index.html,1046,JUNIOR COLLEGES,(575) 737-6200
INSTITUTE OF HEALTH & TECHNOLOGY,MS,HATTIESBURG,LAMAR,iht.edu/,36,OTHER TECHNICAL AND TRADE SCHOOLS,(601) 261-0111
OKALOOSA TECHNICAL COLLEGE,FL,FORT WALTON BEACH,OKALOOSA,www.otcollege.net/,458,OTHER TECHNICAL AND TRADE SCHOOLS,(850) 833-3500
ST CLAIR COUNTY COMMUNITY COLLEGE,MI,PORT HURON,ST. CLAIR,www.sc4.edu/,3315,JUNIOR COLLEGES,(810) 984-3881
BLUE CLIFF COLLEGE-HOUMA,LA,HOUMA,TERREBONNE,bluecliffcollege.edu/,228,JUNIOR COLLEGES,(985) 601-4000
UNIVERSITY OF NORTHWESTERN-ST PAUL,MN,SAINT PAUL,RAMSEY,https://www.unwsp.edu/,3506,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(651) 631-5100
SAGINAW CHIPPEWA TRIBAL COLLEGE,MI,MOUNT PLEASANT,ISABELLA,www.sagchip.edu/,96,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(989) 317-4760
BETH HAMEDRASH SHAAREI YOSHER INSTITUTE,NY,BROOKLYN,KINGS,bhsy.edu/,97,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 854-2290
UNIVERSITY OF SIOUX FALLS,SD,SIOUX FALLS,MINNEHAHA,www.usiouxfalls.edu/,1628,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(605) 331-5000
LAREDO BEAUTY COLLEGE INC,TX,LAREDO,WEBB,www.laredobeautycollege.net/,95,COSMETOLOGY AND BARBER SCHOOLS,(956) 723-2059
EMPIRE BEAUTY SCHOOL-SPRING LAKE PARK,MN,SPRING LAKE PARK,ANOKA,www.empire.edu/,79,COSMETOLOGY AND BARBER SCHOOLS,(800) 920-4593
GEORGETOWN COLLEGE,KY,GEORGETOWN,SCOTT,www.georgetowncollege.edu/,1565,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(502) 863-8000
UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,OMAHA,DOUGLAS,www.unmc.edu/,3699,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(402) 559-4000
ROBERT FIANCE BEAUTY SCHOOLS,FL,BOYNTON BEACH,PALM BEACH,www.robertfiance.edu/,220,COSMETOLOGY AND BARBER SCHOOLS,(732) 442-6007 EXT 10
ST FRANCIS MEDICAL CENTER-SCHOOL OF RADIOLOGIC TECHNOLOGY,NJ,TRENTON,MERCER,www.stfrancismedical.org/Education/School-of-Radiologic-Technology.aspx,16,OTHER TECHNICAL AND TRADE SCHOOLS,(609) 599-5234
CUNY HOSTOS COMMUNITY COLLEGE,NY,BRONX,BRONX,www.hostos.cuny.edu/,6136,JUNIOR COLLEGES,(718) 518-4444
CUNY YORK COLLEGE,NY,JAMAICA,QUEENS,www.york.cuny.edu/,7784,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(718) 262-2000
INTER AMERICAN UNIVERSITY OF PUERTO RICO-SCHOOL OF LAW,PR,SAN JUAN,SAN JUAN,www.derecho.inter.edu/inter/,712,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 751-1912 EXT 2100
NORTHWEST COLLEGE-TUALATIN,OR,TUALATIN,WASHINGTON,www.nwcollege.edu/,45,OTHER TECHNICAL AND TRADE SCHOOLS,(503) 218-2265
STONEHILL COLLEGE,MA,EASTON,BRISTOL,https://www.stonehill.edu/,2504,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(508) 565-1000
FLAGLER COLLEGE,FL,SAINT AUGUSTINE,ST. JOHNS,https://www.flagler.edu/,2687,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(904) 829-6481
RENAISSANCE ACADEMIE,UT,PROVO,UTAH,www.hairschoolonline.com/,105,COSMETOLOGY AND BARBER SCHOOLS,(801) 373-2887 EXT 2
WARNER PACIFIC UNIVERSITY PROFESSIONAL AND GRADUATE STUDIES,OR,PORTLAND,MULTNOMAH,www.warnerpacific.edu/,483,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(503) 517-1550
HEARTLAND COMMUNITY COLLEGE,IL,NORMAL,MCLEAN,www.heartland.edu/,4485,JUNIOR COLLEGES,(309) 268-8000
UNIVERSITY OF VERMONT,VT,BURLINGTON,CHITTENDEN,www.uvm.edu/,13292,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(802) 656-3131
ANTIOCH UNIVERSITY-SYSTEM ADMINISTRATION,OH,YELLOW SPRINGS,GREENE,www.antioch.edu/,-999,EDUCATIONAL SUPPORT SERVICES,(937) 769-1340
COMMUNITY CHRISTIAN COLLEGE,CA,REDLANDS,SAN BERNARDINO,https://www.cccollege.edu/,490,JUNIOR COLLEGES,(909) 253-7707
FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER,PA,CHAMBERSBURG,FRANKLIN,www.franklincountylpn.org/,62,OTHER TECHNICAL AND TRADE SCHOOLS,(717) 263-5667
CALIFORNIA CHRISTIAN COLLEGE,CA,FRESNO,FRESNO,www.calchristiancollege.edu/,13,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(559) 251-4215
GRAYSON COLLEGE,TX,DENISON,GRAYSON,grayson.edu/,4066,JUNIOR COLLEGES,(903) 415-2592
JOHN TYLER COMMUNITY COLLEGE,VA,CHESTER,CHESTERFIELD,https://jtcc.edu/,9440,JUNIOR COLLEGES,(804) 796-4000
MADISON AREA TECHNICAL COLLEGE,WI,MADISON,DANE,madisoncollege.edu/,13057,JUNIOR COLLEGES,(608) 246-6100
NORTH PARK UNIVERSITY,IL,CHICAGO,COOK,www.northpark.edu/,2831,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(773) 244-6200
AVIATION INSTITUTE OF MAINTENANCE-HOUSTON,TX,HOUSTON,HARRIS,https://www.aviationmaintenance.edu/campuses/houston-tx/index.html,237,FLIGHT TRAINING,(713) 644-7777
ECPI UNIVERSITY,VA,VIRGINIA BEACH,VIRGINIA BEACH CITY,www.ecpi.edu/,14353,JUNIOR COLLEGES,(757) 490-9090
ADVANCE BEAUTY COLLEGE,CA,GARDEN GROVE,ORANGE,www.advancebeautycollege.com/,464,COSMETOLOGY AND BARBER SCHOOLS,(714) 530-2131
GNOMON,CA,HOLLYWOOD,LOS ANGELES,https://www.gnomon.edu/,575,OTHER TECHNICAL AND TRADE SCHOOLS,(323) 466-6663
CET-SOLEDAD,CA,SOLEDAD,MONTEREY,https://cetweb.edu/,124,OTHER TECHNICAL AND TRADE SCHOOLS,(408) 287-7924
BRIDGES BEAUTY COLLEGE,CA,VICTORVILLE,SAN BERNARDINO,www.bridgesbeautycollege.com/,49,COSMETOLOGY AND BARBER SCHOOLS,(760) 245-2522
IOWA SCHOOL OF BEAUTY-SIOUX CITY,IA,SIOUX CITY,WOODBURY,iowaschoolofbeauty.com/,11,COSMETOLOGY AND BARBER SCHOOLS,(712) 274-9733
NEW ORLEANS BAPTIST THEOLOGICAL SEMINARY,LA,NEW ORLEANS,ORLEANS,www.nobts.edu/,2293,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(504) 282-4455
WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,PA,PITTSBURGH,ALLEGHENY,www.ahn.org/education/west-penn-hospital-school-nursing,123,OTHER TECHNICAL AND TRADE SCHOOLS,(412) 578-5538
AMERICAN UNIVERSITY OF PUERTO RICO,PR,BAYAMON,BAYAMÓN,aupr.edu/,294,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 620-2040 EXT 1040
PERALTA COMMUNITY COLLEGE SYSTEM OFFICE,CA,OAKLAND,ALAMEDA,www.peralta.edu/,-999,EDUCATIONAL SUPPORT SERVICES,(510) 466-7200
SAN FRANCISCO ART INSTITUTE,CA,SAN FRANCISCO,SAN FRANCISCO,www.sfai.edu/,41,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(415) 771-7020
CHARLES A JONES CAREER AND EDUCATION CENTER,CA,SACRAMENTO,SACRAMENTO,www.caj.scusd.edu/,117,OTHER TECHNICAL AND TRADE SCHOOLS,(916) 395-5800 EXT 1000
NORTH IOWA AREA COMMUNITY COLLEGE,IA,MASON CITY,CERRO GORDO,www.niacc.edu/,2681,JUNIOR COLLEGES,(641) 423-1264
SHORELINE COMMUNITY COLLEGE,WA,SHORELINE,KING,www.shoreline.edu/,5382,JUNIOR COLLEGES,(206) 546-4101
SAINT AMBROSE UNIVERSITY,IA,DAVENPORT,SCOTT,www.sau.edu/,3003,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(563) 333-6000
BENNETT COLLEGE,NC,GREENSBORO,GUILFORD,www.bennett.edu/,232,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(336) 517-2100
FAYETTEVILLE STATE UNIVERSITY,NC,FAYETTEVILLE,CUMBERLAND,https://www.uncfsu.edu/,6726,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(910) 672-1111
ATHENAEUM OF OHIO,OH,CINCINNATI,HAMILTON,www.athenaeum.edu/,160,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(513) 231-2223
UNION THEOLOGICAL SEMINARY IN THE CITY OF NEW YORK,NY,NEW YORK,NEW YORK,utsnyc.edu/,226,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(212) 662-7100
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NY,NEW YORK,NEW YORK,icahn.mssm.edu/,1298,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(212) 241-6500
CAYUGA ONONDAGA BOCES-PRACTICAL NURSING PROGRAM,NY,AUBURN,CAYUGA,www.cayboces.org/,37,OTHER TECHNICAL AND TRADE SCHOOLS,(315) 253-4899
THE BEAUTY INSTITUTE,FL,WEST PALM BEACH,PALM BEACH,thebeautyinstitute.edu/,22,COSMETOLOGY AND BARBER SCHOOLS,(561) 688-0225
PAUL MITCHELL THE SCHOOL-NORTH HAVEN,CT,NORTH HAVEN,NEW HAVEN,paulmitchell.edu/northhaven,211,COSMETOLOGY AND BARBER SCHOOLS,(866) 942-5627
ITASCA COMMUNITY COLLEGE,MN,GRAND RAPIDS,ITASCA,https://www.itascacc.edu/,1058,JUNIOR COLLEGES,(218) 322-2300
PACIFICA GRADUATE INSTITUTE,CA,CARPINTERIA,SANTA BARBARA,www.pacifica.edu/,856,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(805) 969-3626 EXT 101
PEARL RIVER COMMUNITY COLLEGE,MS,POPLARVILLE,PEARL RIVER,www.prcc.edu/,5065,JUNIOR COLLEGES,(601) 403-1000
GREAT LAKES TRUCK DRIVING SCHOOL,OH,COLUMBIA STATION,LORAIN,greatlakestds.com/,-999,OTHER TECHNICAL AND TRADE SCHOOLS,(440) 236-3436
REFORMED UNIVERSITY,GA,LAWRENCEVILLE,GWINNETT,runiv.edu/,168,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(770) 232-2717
CHRISTINA AND COMPANY EDUCATION CENTER,IN,LAFAYETTE,TIPPECANOE,www.ccedcenter.com/,20,OTHER TECHNICAL AND TRADE SCHOOLS,(765) 446-1811
MERIDIAN UNIVERSITY,CA,PETALUMA,SONOMA,meridianuniversity.edu/,125,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(707) 765-1836
PREMIERE INTERNATIONAL COLLEGE,FL,FORT MYERS,LEE,picollege.edu/,17,JUNIOR COLLEGES,(239) 454-5000
NATIONAL AMERICAN UNIVERSITY-KINGS BAY,GA,KINGS BAY,CAMDEN,www.national.edu/locations/campuses/kings-bay/,40,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(605) 718-6550
GATHER 4 HIM CHRISTIAN COLLEGE,WA,KENNEWICK,BENTON,https://college.gather4him.net/,40,JUNIOR COLLEGES,(509) 420-4545
SAN JOAQUIN VALLEY COLLEGE-ATASCADERO,CA,ATASCADERO,SAN LUIS OBISPO,https://www.sjvc.edu/,63,OTHER TECHNICAL AND TRADE SCHOOLS,(559) 734-9000
COLUMBIA COLLEGE - IMPERIAL,CA,IMPERIAL,IMPERIAL,NOT AVAILABLE,-999,OTHER TECHNICAL AND TRADE SCHOOLS,NOT AVAILABLE
EDP UNIVERSITY OF PUERTO RICO-HUMACAO,PR,HUMACAO,HUMACAO,www.edpuniversity.edu/,182,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(787) 719-2236
STRAYER UNIVERSITY - MONTGOMERY CAMPUS,AL,MONTGOMERY,MONTGOMERY,NOT AVAILABLE,-999,OTHER TECHNICAL AND TRADE SCHOOLS,NOT AVAILABLE
PONTIFICAL FACULTY OF THE IMMACULATE CONCEPTION AT THE DOMINICAN HOUSE OF STUDIES,DC,WASHINGTON,DISTRICT OF COLUMBIA,www.dhs.edu/,83,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(202) 495-3820
LONGWOOD UNIVERSITY,VA,FARMVILLE,PRINCE EDWARD,www.longwood.edu/,4841,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(434) 395-2000
FLORIDA CAREER COLLEGE-TAMPA,FL,TAMPA,HILLSBOROUGH,https://www.floridacareercollege.edu/,733,JUNIOR COLLEGES,(813) 577-3321
IOWA LAKES COMMUNITY COLLEGE,IA,ESTHERVILLE,EMMET,www.iowalakes.edu/,2288,JUNIOR COLLEGES,(712) 362-2601
KENTUCKY HORSESHOEING SCHOOL,KY,RICHMOND,MADISON,www.kentuckyhorseshoeingschool.com/,39,OTHER TECHNICAL AND TRADE SCHOOLS,(859) 575-4063
INDIANA WESLEYAN UNIVERSITY-NATIONAL & GLOBAL,IN,MARION,GRANT,https://www.indwes.edu/,10944,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",(765) 677-2870
ALABAMA SCHOOL OF NAIL TECHNOLOGY & COSMETOLOGY,AL,JACKSON,CLARKE,www.alabamaschoolofnailtechnology.com/,25,OTHER TECHNICAL AND TRADE SCHOOLS,(251) 246-9992
OWENS COMMUNITY COLLEGE,OH,PERRYSBURG,WOOD,https://www.owens.edu/,7536,JUNIOR COLLEGES,(567) 661-7000
LA BELLE BEAUTY SCHOOL,FL,HIALEAH,MIAMI-DADE,labellebeauty.net/,312,COSMETOLOGY AND BARBER SCHOOLS,(305) 558-0562
CAPE COD COMMUNITY COLLEGE,MA,WEST BARNSTABLE,BARNSTABLE,www.capecod.edu/,2710,JUNIOR COLLEGES,(508) 362-2131 EXT 4311
UPMC SHADYSIDE SCHOOL OF NURSING,PA,PITTSBURGH,ALLEGHENY,https://www.upmc.com/shyson,336,OTHER TECHNICAL AND TRADE SCHOOLS,(412) 623-2950
THE COLLEGE OF HEALTH CARE PROFESSIONS-SAN ANTONIO,TX,SAN ANTONIO,BEXAR,chcp.edu/,679,OTHER TECHNICAL AND TRADE SCHOOLS,(210) 298-3600
LAKE WASHINGTON INSTITUTE OF TECHNOLOGY,WA,KIRKLAND,KING,https://www.lwtech.edu/,3319,JUNIOR COLLEGES,(425) 739-8100
NORTH-WEST COLLEGE-GLENDALE,CA,GLENDALE,LOS ANGELES,www.nw.edu/,115,OTHER TECHNICAL AND TRADE SCHOOLS,(818) 242-0205
CITY COLLEGE OF SAN FRANCISCO,CA,SAN FRANCISCO,SAN FRANCISCO,www.ccsf.edu/,19707,JUNIOR COLLEGES,(415) 239-3000
